idx,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,class
332,-90.00,-4.35,33.97,4.04,-79.00,-2.93,1.94,-90.00,57.09,7.10,43.62,-9.60,2.54,34.34,-4.02,4.96,42.01,16.60,
333,-90.00,-10.89,31.43,7.07,-90.00,0.81,7.22,-90.00,48.71,12.37,37.76,-8.07,7.01,28.92,-1.59,10.82,36.73,18.91,
334,-90.00,-3.19,32.46,4.44,-68.73,-5.02,0.06,-90.00,53.52,6.59,42.58,-8.15,1.69,33.91,-2.40,3.20,41.15,18.54,
335,-90.00,-6.17,34.08,4.30,-68.60,-5.46,0.70,-90.00,52.16,8.69,40.68,-10.35,4.21,31.50,-4.10,7.98,39.98,16.47,
336,-90.00,-3.69,35.55,-4.29,-48.04,-0.93,-0.77,-90.00,54.14,6.73,39.87,-12.06,2.15,30.85,-5.91,5.49,41.15,13.40,
337,-90.00,5.09,36.31,10.10,-47.04,-14.17,-9.04,-90.00,58.62,-3.40,48.85,-9.54,-7.06,40.52,-5.78,-5.93,49.05,15.85,
338,-90.00,4.36,36.15,-1.03,-46.93,-7.70,-6.92,-90.00,57.87,0.02,45.68,-10.28,-3.99,37.05,-5.51,0.42,43.54,16.79,
339,-90.00,2.40,16.09,16.10,-63.53,-12.55,-12.24,-90.00,37.76,2.02,40.51,6.24,-4.52,33.97,11.66,-6.09,30.28,31.03,
340,-90.00,7.46,12.29,21.84,-79.97,-15.55,-16.72,-90.00,38.41,-3.15,48.22,12.78,-9.76,42.89,16.46,-10.92,43.25,34.47,
341,-90.00,7.47,29.07,-0.27,-50.75,-10.96,-11.62,-90.00,58.22,-1.03,49.96,-2.41,-6.02,41.74,2.02,-4.46,44.45,23.46,
342,-90.00,16.49,26.11,3.04,-43.82,-16.73,-22.40,-90.00,55.69,-10.05,55.49,1.74,-14.98,48.87,4.52,-14.80,49.61,26.64,
343,-90.00,9.48,32.73,-2.44,-54.68,-4.44,-12.01,-90.00,69.32,-5.51,52.22,-6.76,-9.81,43.62,-3.59,-3.25,44.55,15.51,
344,-90.00,13.79,22.04,5.16,-61.29,-11.41,-13.33,-90.00,47.72,-7.45,50.09,13.37,-13.77,46.18,14.00,-15.78,42.20,34.42,
345,-90.00,-0.38,26.32,5.20,-34.54,-20.62,-1.60,-90.00,38.61,11.05,44.15,-6.03,7.05,33.54,1.33,5.22,43.87,20.71,
346,-90.00,-0.31,17.95,11.35,-43.12,-19.98,-10.40,-90.00,23.57,7.16,41.31,3.62,3.02,32.62,9.77,-0.30,36.24,29.09,
347,-90.00,-0.74,29.52,12.37,-90.00,-10.33,8.70,-90.00,47.84,3.69,40.51,-16.14,2.18,32.10,-4.79,-1.46,44.36,6.61,
348,-90.00,0.14,31.46,9.65,-73.29,-13.43,5.91,-90.00,57.93,2.83,41.46,-17.28,1.71,33.29,-5.90,3.69,44.55,12.37,
349,-90.00,4.08,35.63,6.86,-61.39,-12.94,4.19,-90.00,71.07,-1.47,45.40,-20.30,-1.66,37.50,-9.69,-0.23,53.97,9.31,
350,-90.00,4.54,28.09,13.01,-62.48,-13.60,2.33,-90.00,56.62,-1.50,47.93,-13.17,-2.67,40.08,-2.75,-0.04,47.72,16.18,
351,-90.00,3.66,32.52,6.50,-61.77,-11.06,4.41,-90.00,66.93,-0.18,44.52,-17.61,-1.07,36.66,-6.81,0.64,51.48,9.92,
352,-90.00,3.74,31.77,6.33,-64.51,-10.04,4.89,-90.00,64.31,0.61,43.27,-17.00,-0.39,35.36,-5.85,1.61,46.26,13.56,
353,-90.00,6.18,28.10,9.84,-58.62,-19.23,-6.90,-90.00,55.78,-1.44,44.04,-12.78,-3.22,36.13,-2.67,-7.31,48.62,15.35,
354,-90.00,0.33,36.94,5.37,-65.73,-7.87,8.38,-90.00,65.31,3.45,39.42,-21.38,2.47,31.27,-9.63,5.49,43.77,9.34,
355,-90.00,-0.40,37.70,1.27,-51.39,-10.22,0.11,-90.00,32.64,7.61,37.53,-20.13,4.81,29.45,-10.04,8.15,41.45,6.50,
356,-90.00,1.05,35.71,4.26,-58.28,-11.97,1.29,-90.00,44.80,5.51,41.68,-16.51,3.35,32.06,-8.11,4.60,44.71,8.47,
357,-90.00,-2.60,36.16,6.33,-65.15,-7.23,6.76,-90.00,45.67,7.37,38.06,-16.96,4.83,28.54,-8.31,7.63,40.95,8.94,
358,-90.00,2.23,46.26,-1.81,-58.77,-2.17,7.48,-90.00,63.22,1.76,38.96,-24.56,0.63,29.40,-16.56,5.14,44.30,-0.29,
359,-90.00,1.98,45.73,-1.27,-58.89,-2.13,7.59,-90.00,62.39,1.79,38.97,-24.12,0.62,29.42,-16.13,5.31,44.28,-0.08,
360,-30.27,0.20,90.00,-15.41,-23.93,34.62,4.55,31.20,-9.06,-2.53,37.23,-30.33,-7.60,39.37,-9.18,9.35,38.96,0.59,
361,-31.54,1.34,90.00,-15.13,-27.22,36.50,2.91,31.48,-7.06,-4.92,36.96,-31.53,-10.29,40.61,-10.70,7.52,42.96,1.38,
362,-30.47,2.45,90.00,-15.34,-28.20,33.60,1.85,31.08,-7.85,-5.41,39.27,-28.36,-11.50,41.41,-9.55,7.32,43.08,1.21,
363,-29.08,2.37,90.00,-15.22,-27.36,32.11,1.39,30.55,-9.63,-5.30,37.25,-30.52,-12.63,37.68,-11.76,1.49,43.27,2.20,
364,-24.63,-5.15,90.00,-15.46,-26.25,30.55,2.73,29.81,-11.23,-3.71,35.69,-31.67,-9.74,38.71,-12.12,10.06,36.47,-12.10,
365,-25.04,-4.04,90.00,-15.83,-27.37,30.86,2.09,30.70,-10.62,-4.46,36.67,-31.89,-10.45,39.95,-12.03,8.66,39.36,-9.85,
366,-31.94,-6.27,79.23,-11.55,-21.68,37.72,12.66,27.07,-5.25,3.02,33.07,-23.65,-3.84,32.78,-5.70,11.96,32.38,-1.92,
367,-23.17,-3.57,90.00,-12.04,-26.74,26.49,3.69,26.33,-7.21,-6.17,31.72,-30.32,-12.71,34.29,-13.17,3.94,39.20,-14.56,
368,-21.87,-4.05,90.00,-14.79,-26.47,26.30,4.32,29.89,-7.50,-5.07,35.24,-31.64,-11.08,37.77,-13.39,6.97,38.66,-10.17,
369,-18.60,0.02,90.00,-14.48,-28.83,21.73,0.46,28.82,-10.11,-8.62,33.28,-35.00,-14.78,37.13,-16.57,3.48,40.16,-11.46,
370,-19.44,-1.13,90.00,-14.72,-27.78,23.04,2.09,29.39,-9.99,-7.08,33.34,-34.82,-13.08,36.25,-17.25,4.76,40.27,-10.49,
371,-19.29,-0.77,90.00,-14.18,-27.66,22.67,2.16,28.58,-10.05,-7.08,32.93,-34.38,-13.20,35.67,-17.14,4.39,40.05,-11.21,
372,-20.90,3.63,90.00,-15.77,-30.20,37.27,1.40,32.39,-3.62,-9.61,42.26,-28.03,-15.47,42.18,-13.33,-0.79,49.67,-0.30,
373,-18.48,2.56,90.00,-15.26,-29.93,33.17,1.23,32.30,-3.79,-9.33,44.34,-23.14,-15.41,41.60,-12.58,-0.86,47.35,-3.82,
374,-19.50,4.56,90.00,-15.06,-29.87,33.43,0.60,32.05,-3.58,-9.68,44.12,-22.56,-15.46,40.59,-12.42,-1.93,48.60,-3.27,
375,-16.73,-0.13,90.00,-14.44,-27.00,32.13,1.74,29.92,-5.72,-8.81,41.21,-24.50,-14.76,37.33,-16.84,3.52,38.17,-17.18,
376,-16.21,1.36,90.00,-15.40,-25.89,32.95,-2.20,28.17,-15.05,-9.28,40.31,-28.25,-14.88,36.94,-18.77,3.22,40.31,-15.34,
377,-13.09,0.04,90.00,-17.34,-24.84,30.55,-1.83,30.01,-16.20,-8.85,40.88,-31.23,-14.53,37.34,-21.94,3.41,42.71,-17.01,
378,-15.51,0.42,90.00,-15.10,-25.92,32.31,-1.53,28.17,-13.76,-9.27,39.59,-28.33,-14.99,36.17,-19.44,3.09,39.47,-15.43,
379,-15.90,-1.01,90.00,-14.89,-24.64,33.26,0.13,28.66,-12.79,-7.83,39.90,-27.35,-13.53,36.26,-18.48,4.53,38.71,-13.55,
380,-14.09,0.81,90.00,-16.12,-26.36,31.10,-2.27,29.44,-13.59,-9.91,40.69,-29.27,-15.54,37.44,-20.09,2.31,41.49,-16.11,
381,-9.49,-4.56,90.00,-15.37,-19.94,19.02,-4.95,20.43,-28.23,-4.17,43.01,-22.05,-10.82,36.49,-17.43,-0.16,46.10,-3.69,
382,-9.22,-2.85,90.00,-14.95,-21.09,18.65,-5.39,20.07,-28.08,-4.82,42.49,-22.37,-11.43,35.88,-17.79,-0.49,47.00,-4.85,
383,-9.32,-4.87,90.00,-14.33,-21.11,18.43,-3.56,21.27,-24.72,-4.32,42.27,-20.27,-12.31,32.39,-21.96,2.59,36.82,-20.53,
384,-7.05,-4.39,90.00,-15.53,-20.32,16.89,-3.77,21.79,-27.75,-3.59,43.31,-22.58,-11.20,32.77,-23.75,1.70,38.17,-20.83,
385,-11.36,-3.28,90.00,-14.27,-22.14,20.94,-3.88,22.38,-22.72,-4.90,43.50,-17.98,-12.03,33.38,-19.50,1.55,37.66,-15.51,
386,-7.58,-5.23,90.00,-15.90,-19.28,17.83,-2.74,22.65,-27.40,-2.58,43.79,-21.84,-10.12,32.79,-23.13,1.61,38.66,-19.24,
387,-7.95,-6.50,90.00,-14.40,-18.36,17.65,-1.87,20.80,-27.11,-2.23,41.25,-21.77,-9.87,30.88,-22.98,3.61,37.93,-17.60,
388,-9.91,-2.97,90.00,-15.99,-21.85,19.93,-3.98,23.58,-24.80,-4.17,45.41,-19.71,-11.26,35.07,-20.93,1.87,42.52,-16.55,
389,-3.14,-7.52,90.00,-14.99,-16.03,13.57,-1.20,19.65,-32.27,-0.61,40.35,-26.18,-8.84,29.13,-27.18,2.81,36.29,-23.08,
390,-66.46,4.83,60.57,-2.85,-90.00,39.65,6.35,21.03,45.84,-4.22,51.89,11.68,0.29,38.98,6.55,14.45,36.31,4.70,
391,-63.95,5.13,63.55,-3.71,-90.00,37.59,7.60,18.32,51.47,-4.55,50.67,18.12,-0.90,40.47,7.62,13.54,38.46,5.34,
392,-66.50,2.57,61.61,-0.52,-78.81,40.30,7.18,16.18,45.99,-4.09,47.72,9.15,-0.84,36.86,6.71,15.08,35.09,6.71,
393,-63.93,1.96,60.45,-2.04,-74.04,41.51,9.98,17.56,45.37,-1.42,46.70,12.71,0.56,35.74,6.99,13.67,33.71,6.53,
394,-51.48,4.32,83.43,-8.78,-74.10,31.68,7.11,26.61,40.25,-2.76,56.41,4.05,-1.64,42.06,-2.15,17.02,37.52,-3.73,
395,-59.38,2.48,66.17,-4.73,-74.57,38.38,9.23,20.40,44.18,-1.62,50.05,10.38,0.09,38.16,3.57,15.44,35.19,2.47,
396,-58.73,1.00,64.98,-4.45,-69.23,39.79,11.05,19.27,43.44,-0.24,47.94,10.42,0.62,36.36,3.42,15.40,32.96,3.46,
397,-48.26,-0.36,78.19,-9.02,-60.50,34.27,12.38,24.08,37.06,1.39,49.86,4.41,0.46,36.81,-3.32,19.39,30.93,-1.90,
398,-51.27,1.21,69.87,-6.12,-62.84,35.46,11.44,21.06,38.62,-0.24,47.36,6.81,-0.77,35.81,-0.65,15.76,31.05,-0.55,
399,-49.49,2.08,78.86,-8.29,-65.26,32.82,9.99,23.81,39.05,-1.27,51.51,5.66,-1.42,38.98,-1.86,15.84,33.88,-1.84,
400,-47.89,1.63,83.46,-8.87,-63.45,32.80,11.40,25.45,36.40,0.97,50.92,4.28,-0.73,38.82,-2.36,16.89,34.42,-3.51,
401,-47.56,0.54,80.44,-8.57,-62.90,33.36,11.32,24.57,36.70,0.61,50.31,4.83,-0.70,38.22,-2.04,17.18,33.31,-2.68,
402,-48.74,1.57,79.55,-8.20,-65.08,33.44,10.61,24.39,37.82,-0.23,51.12,5.67,-1.22,39.15,-1.07,15.87,34.75,-2.71,
403,-45.61,2.28,90.00,-9.84,-64.61,30.92,9.25,28.41,33.21,-0.55,51.32,-7.13,-1.58,39.83,-5.33,17.90,34.15,-6.95,
404,-45.06,2.33,90.00,-10.39,-65.61,30.24,9.18,28.81,34.44,-0.59,53.96,-3.74,-1.71,40.66,-4.95,17.77,34.12,-5.63,
405,-45.66,0.15,83.80,-9.48,-58.03,34.15,13.95,25.82,32.71,3.14,47.83,-2.88,0.37,36.00,-4.45,17.37,30.77,-4.32,
406,-36.48,-1.33,90.00,-11.86,-42.36,21.36,15.55,26.38,25.06,-0.16,50.03,7.11,-2.63,33.05,-12.54,15.00,29.28,-13.06,
407,-14.37,-7.41,90.00,-19.39,-24.00,6.05,21.09,38.76,5.94,10.90,47.58,-18.82,-0.42,28.83,-29.20,19.33,20.49,-26.39,
408,-13.80,-2.77,90.00,-14.52,-26.45,4.15,14.38,36.43,5.67,4.67,45.89,-18.58,-5.67,28.47,-25.99,16.00,16.78,-25.04,
409,-25.36,4.47,90.00,-13.44,-38.65,5.98,8.10,36.34,15.16,-1.19,52.23,-10.32,-7.62,36.78,-18.28,14.37,30.85,-19.96,
410,-30.32,-0.64,76.40,-7.74,-35.40,12.61,11.55,25.91,13.35,2.28,38.40,-9.33,-4.56,27.11,-15.69,16.20,25.21,-15.99,
411,-25.18,-4.99,90.00,-13.69,-29.17,9.64,16.62,31.20,13.50,6.55,44.03,-9.93,-2.78,30.37,-19.60,18.34,22.43,-18.97,
412,-26.73,-1.60,77.91,-5.08,-28.46,8.68,10.38,23.28,8.88,-0.83,33.42,-14.20,-8.65,22.73,-22.37,12.30,21.52,-23.82,
413,-16.71,-7.87,77.43,-7.70,-25.43,5.52,13.89,25.11,7.07,2.44,35.75,-17.38,-7.75,23.49,-23.25,16.17,14.38,-22.82,
414,-21.27,-8.03,90.00,-13.16,-21.94,9.32,21.25,29.14,7.86,9.27,36.71,-17.63,-1.99,23.51,-26.95,20.55,15.48,-23.76,
415,-24.45,-8.91,90.00,-15.19,-25.89,13.12,21.27,30.49,14.12,10.09,40.81,-12.95,0.58,25.65,-22.10,21.19,17.15,-18.23,
416,-27.60,-8.34,90.00,-15.07,-27.21,14.89,21.66,29.23,15.84,9.49,40.88,-12.46,0.34,27.82,-19.81,21.52,21.38,-16.68,
417,-31.56,-6.65,82.90,-9.16,-35.90,15.90,13.93,23.83,18.10,1.77,39.22,-7.02,-4.37,27.91,-15.74,18.15,21.16,-16.31,
418,-26.46,-3.69,90.00,-15.45,-33.87,10.76,15.14,33.79,15.93,4.20,48.03,-11.69,-3.47,32.93,-20.79,18.18,26.58,-21.57,
419,-22.20,-6.76,90.00,-12.86,-27.40,11.52,18.16,29.17,11.54,6.55,39.90,-14.21,-3.91,26.70,-22.89,17.71,19.31,-22.18,
420,-90.00,-0.30,29.20,-6.18,-72.24,41.27,14.34,25.94,34.29,-1.21,49.82,18.48,-4.81,32.93,44.22,-4.02,12.99,78.27,
421,-90.00,11.29,18.17,2.54,-72.00,41.55,15.77,13.90,39.99,-4.33,36.47,28.18,-16.88,22.79,55.85,-17.42,1.48,86.09,
422,-90.00,10.44,26.24,-0.48,-90.00,25.85,2.68,19.76,40.57,-15.06,47.35,20.76,-25.40,35.78,44.69,-17.49,13.36,72.36,
423,-90.00,9.14,22.99,-2.86,-86.19,38.50,13.52,20.22,42.42,-5.11,44.88,27.10,-16.59,29.94,55.88,-14.35,6.06,90.00,
424,-90.00,10.95,35.06,-6.95,-85.79,23.58,1.81,27.16,36.75,-13.67,55.88,16.29,-22.85,43.17,41.20,-18.26,21.72,70.10,
425,-90.00,8.95,24.53,-2.94,-90.00,35.07,10.91,21.10,41.63,-7.38,45.93,25.67,-18.47,31.25,52.86,-15.51,7.20,90.00,
426,-90.00,6.95,35.07,-10.51,-66.92,27.67,8.13,29.38,33.52,-6.15,55.64,16.20,-14.35,41.29,42.84,-8.09,20.28,79.35,
427,-90.00,15.69,34.45,-4.81,-71.89,18.85,-0.08,24.05,35.28,-15.21,51.45,16.22,-23.31,40.34,40.48,-15.07,20.77,72.69,
428,-90.00,14.17,32.85,-7.05,-76.69,23.05,3.29,25.57,38.67,-11.61,53.60,19.13,-23.86,40.43,45.67,-20.57,21.54,90.00,
429,-90.00,11.19,34.07,-5.62,-55.75,54.18,-7.86,31.41,2.55,-14.70,53.86,9.14,-28.17,42.72,37.19,-15.92,14.34,85.01,
430,-90.00,12.11,29.72,-2.45,-58.54,50.76,0.37,30.56,13.25,-9.47,49.28,13.90,-22.44,36.43,43.38,-9.77,5.64,90.00,
431,-90.00,8.50,39.97,-7.16,-63.33,36.08,1.48,31.61,18.59,-10.78,54.30,7.17,-25.29,44.77,34.82,-14.57,19.70,82.24,
432,-90.00,7.30,33.54,-7.33,-61.55,37.72,8.05,28.51,25.73,-1.23,48.52,12.79,-17.20,37.63,41.50,-10.08,14.14,79.74,
433,-90.00,15.52,33.18,-0.91,-50.17,23.52,-1.39,19.47,17.89,-10.27,37.65,4.97,-24.32,31.82,28.59,-23.93,18.26,59.84,
434,-90.00,14.66,41.48,-6.84,-67.39,21.27,-3.81,29.58,23.19,-13.14,54.39,7.14,-28.89,45.55,32.41,-19.45,23.50,71.68,
435,-90.00,7.41,43.22,-9.85,-56.53,29.04,4.48,31.03,19.74,-4.84,51.88,6.71,-20.03,43.48,33.28,-12.47,21.44,69.38,
436,-90.00,8.39,42.02,-9.86,-56.14,29.24,4.22,30.96,19.46,-4.85,51.41,6.75,-19.94,42.81,33.34,-12.04,19.34,68.79,
437,-90.00,4.85,46.42,-12.36,-52.74,29.58,5.00,33.36,16.96,-3.18,53.89,4.14,-17.72,46.17,31.06,-8.84,23.44,67.44,
438,-90.00,6.51,41.58,-12.54,-49.77,35.28,9.18,32.67,17.12,0.82,50.61,6.62,-14.35,41.43,34.81,-6.72,17.47,70.02,
439,-90.00,7.93,46.00,-10.35,-54.83,26.08,0.54,31.34,17.60,-7.27,53.20,4.60,-22.27,45.89,30.37,-19.17,30.77,64.78,
440,-90.00,12.17,41.38,-11.51,-49.37,30.98,4.65,29.72,22.86,-2.71,49.08,7.07,-17.57,40.26,33.06,-13.03,20.17,66.40,
441,-90.00,10.72,43.66,-10.32,-56.72,27.52,0.74,30.81,22.50,-6.75,53.36,5.29,-20.74,45.35,30.74,-16.00,26.11,64.00,
442,-90.00,8.54,50.68,-11.84,-48.40,24.94,0.88,31.52,16.39,-5.74,51.49,-0.23,-18.00,45.75,24.10,-11.79,29.01,55.25,
443,-39.32,-0.70,90.00,-17.47,-17.31,17.66,8.21,34.01,-9.67,3.84,41.69,-25.65,-4.34,44.86,-2.46,0.85,51.97,27.71,
444,-45.97,-2.68,80.54,-14.14,-18.87,20.16,11.64,29.80,-1.90,4.30,39.04,-17.45,-4.24,39.14,3.75,0.18,33.65,29.46,
445,-62.19,6.97,66.14,-10.88,-37.65,14.51,-3.20,28.83,13.18,-10.92,48.03,-5.71,-20.02,45.53,13.88,-9.76,33.53,44.04,
446,-72.61,21.03,50.76,-14.67,-40.29,18.25,-4.40,33.32,13.07,-9.34,52.17,-5.75,-19.74,47.13,16.52,-17.10,48.24,54.45,
447,-90.00,8.52,47.49,-9.45,-52.01,23.62,-1.92,27.81,23.71,-9.49,51.13,4.35,-20.41,44.88,25.44,-16.25,28.58,57.92,
448,-90.00,0.98,48.31,-12.48,-44.90,32.20,7.34,29.74,23.10,0.01,49.61,4.82,-10.80,42.54,26.58,-4.81,25.07,59.31,
449,-90.00,-1.76,45.53,-12.12,-42.86,36.82,11.00,28.67,23.83,3.10,47.13,6.27,-8.26,39.76,28.28,-4.43,22.56,60.37,
450,-53.46,-9.49,69.57,-15.73,-32.44,21.76,19.53,-9.01,90.00,10.41,40.46,21.13,-1.20,33.62,-13.35,10.26,36.12,-11.37,
451,-64.99,-14.20,57.01,-14.01,-40.14,28.48,20.99,-16.84,90.00,14.55,32.76,27.28,4.89,31.22,-5.67,15.98,35.02,-1.22,
452,-69.13,-18.19,54.34,-12.71,-44.27,28.32,22.59,-22.39,90.00,16.30,30.32,27.66,7.02,29.72,-4.03,16.95,29.99,0.03,
453,-70.05,-8.86,56.34,-11.75,-44.07,19.68,12.50,-15.72,90.00,6.04,37.16,29.64,-1.96,37.41,-2.99,8.31,43.37,-1.06,
454,-64.34,-5.20,62.05,-14.40,-37.60,19.25,15.58,-10.87,90.00,7.17,39.62,25.26,-2.52,37.12,-6.77,9.13,41.58,-2.53,
455,-63.00,-1.22,64.10,-13.82,-37.15,14.27,11.14,-7.22,90.00,2.38,43.28,25.55,-7.17,40.40,-6.90,4.93,42.94,-3.48,
456,-61.64,-2.86,65.54,-14.93,-36.52,18.39,14.94,-8.76,90.00,5.15,42.48,24.95,-4.89,39.15,-7.74,5.56,43.14,-6.68,
457,-56.68,-4.81,68.12,-15.59,-34.20,19.61,15.60,-7.46,90.00,5.95,44.13,21.14,-3.96,37.87,-9.22,7.02,41.06,-7.30,
458,-59.92,-5.32,65.10,-14.57,-34.72,21.89,17.38,-10.18,90.00,7.81,40.89,20.63,-2.38,35.85,-8.41,7.69,40.77,-5.96,
459,-53.57,-5.21,70.63,-15.71,-32.64,18.70,16.29,-6.21,90.00,5.63,44.68,18.36,-4.21,36.74,-11.17,5.70,39.36,-9.51,
460,-54.25,-5.87,68.81,-14.91,-31.98,20.79,18.58,-7.85,90.00,7.00,42.81,18.15,-3.26,35.68,-10.85,8.14,40.36,-8.66,
461,-62.40,-5.60,64.19,-13.80,-33.23,24.53,20.88,-12.06,86.90,9.86,37.67,19.73,-1.47,34.06,-8.69,8.58,37.01,-5.18,
462,-58.62,-2.48,65.90,-15.45,-34.86,17.38,11.67,-6.54,90.00,5.53,41.31,18.43,-3.46,34.28,-11.37,5.62,38.28,-10.53,
463,-54.56,-7.60,67.26,-17.12,-32.36,20.81,19.10,-7.01,90.00,9.72,42.74,18.98,-1.08,34.54,-11.67,9.79,39.43,-8.67,
464,-49.80,-10.51,70.23,-15.46,-28.63,21.27,22.95,-7.14,90.00,10.36,41.48,15.19,-1.38,31.94,-14.84,10.82,36.22,-12.46,
465,-50.41,-12.87,67.50,-13.44,-28.26,22.76,24.31,-9.29,73.52,10.61,38.91,14.36,-1.35,30.24,-14.36,11.63,33.70,-11.68,
466,-54.04,-11.45,64.44,-14.87,-33.26,20.26,22.28,-10.67,90.00,11.65,40.62,13.99,0.46,31.94,-11.10,11.19,33.75,-8.16,
467,-62.40,-17.02,57.11,-14.66,-38.82,28.21,24.50,-17.20,90.00,14.37,36.33,22.77,5.22,31.72,-5.33,14.73,38.05,-3.20,
468,-57.39,-8.87,64.44,-14.85,-33.88,21.02,18.92,-8.97,90.00,7.22,42.41,19.72,-2.16,35.32,-9.48,8.94,36.29,-7.09,
469,-48.22,1.02,76.97,-13.93,-27.42,11.23,14.14,0.11,79.94,-0.46,48.66,13.83,-11.01,38.09,-14.60,0.92,41.40,-12.80,
470,-58.58,-1.21,68.17,-12.81,-36.04,27.75,12.05,-8.80,90.00,3.57,46.10,12.72,-6.86,38.68,-9.19,2.94,43.89,-9.15,
471,-46.93,-2.28,76.71,-14.24,-27.92,21.71,17.69,-4.62,79.57,2.99,46.32,7.12,-7.60,35.08,-14.64,4.38,40.14,-12.61,
472,-46.07,-2.97,76.76,-14.22,-29.46,19.84,15.49,-3.83,81.45,1.07,47.72,7.75,-8.19,36.15,-13.78,2.00,42.34,-13.42,
473,-49.42,-4.41,73.59,-13.47,-34.56,19.25,11.23,-5.86,90.00,-0.20,48.15,11.30,-8.10,37.92,-11.09,2.98,41.90,-9.86,
474,-51.17,-4.43,72.10,-14.71,-32.28,23.82,17.62,-7.42,90.00,4.40,46.23,10.98,-5.28,36.41,-11.46,5.17,41.40,-10.83,
475,-58.87,-1.95,67.50,-18.23,-36.57,25.80,18.74,-8.70,90.00,5.94,49.45,17.66,-3.67,41.55,-6.75,5.64,48.10,-4.77,
476,-70.42,0.46,58.63,-11.68,-48.22,17.73,3.68,-11.54,90.00,-3.96,47.71,23.74,-10.26,44.52,-1.40,0.39,47.39,-1.90,
477,-66.31,1.55,61.57,-13.12,-42.73,19.62,8.34,-10.19,90.00,-1.69,47.04,20.07,-8.82,42.09,-4.27,1.42,46.81,-2.75,
478,-68.54,4.99,60.11,-12.70,-36.68,22.86,14.56,-10.71,90.00,1.63,42.33,16.63,-7.73,37.85,-6.12,0.16,46.31,-6.06,
479,-54.47,-3.63,69.20,-14.51,-34.05,19.09,16.13,-7.22,90.00,2.79,46.73,13.61,-5.72,37.02,-10.98,4.67,41.14,-8.74,
480,-4.82,-4.72,90.00,3.41,20.41,34.61,30.87,22.13,28.07,-7.75,-39.65,-55.23,-17.12,-32.68,-49.51,14.56,-11.00,-40.84,
481,-4.58,-6.34,90.00,3.84,19.78,35.31,31.76,21.29,28.14,-7.04,-38.08,-55.54,-15.98,-31.07,-49.52,16.06,-9.69,-39.48,
482,-14.91,-13.14,90.00,-3.11,10.35,40.98,40.50,12.28,38.38,2.71,-26.71,-56.18,-5.95,-20.07,-46.05,23.37,-0.61,-28.88,
483,-33.70,-16.02,78.84,-10.94,-4.81,32.88,31.18,-1.00,53.86,6.34,-10.46,-55.53,-0.73,-5.69,-41.60,23.72,10.10,-20.68,
484,-18.68,-11.22,90.00,-5.82,9.94,31.63,30.16,13.34,44.58,-1.70,-24.65,-63.33,-8.95,-18.09,-52.18,19.72,-4.43,-38.42,
485,-18.55,9.11,90.00,-3.42,16.35,20.99,19.06,20.50,43.80,-15.27,-22.05,-69.09,-23.51,-12.61,-56.17,8.60,5.46,-50.15,
486,-13.54,9.81,90.00,2.65,19.88,19.75,17.19,22.14,37.96,-20.14,-24.89,-67.29,-28.95,-14.37,-57.53,2.08,1.92,-52.98,
487,-13.80,14.82,90.00,4.21,17.31,10.23,6.95,22.51,40.11,-27.52,-20.83,-66.62,-36.06,-10.30,-56.75,-3.32,6.51,-55.45,
488,-8.38,23.93,78.93,9.62,22.83,4.99,-2.51,26.49,42.01,-37.22,-21.28,-63.84,-47.70,-10.67,-55.13,-9.13,5.99,-60.80,
489,-7.80,19.90,84.56,11.12,23.20,8.11,0.68,24.41,38.41,-35.70,-24.58,-63.03,-45.87,-13.64,-56.01,-8.12,2.99,-55.90,
490,-3.96,19.81,74.87,15.41,30.25,19.06,7.96,24.99,26.99,-33.35,-34.46,-56.18,-44.39,-22.28,-52.80,-8.68,-4.95,-55.50,
491,2.76,7.21,80.37,11.17,24.61,16.83,5.94,32.77,32.15,-27.86,-37.55,-56.72,-37.71,-26.39,-54.53,-0.84,-7.70,-62.12,
492,-0.62,4.55,85.77,11.75,27.01,29.38,22.52,25.33,25.78,-17.82,-42.27,-54.60,-28.21,-29.45,-52.88,4.60,-9.45,-50.72,
493,1.86,0.13,78.11,14.13,28.23,34.83,27.78,24.36,20.37,-12.42,-49.62,-48.17,-23.88,-36.02,-48.95,7.36,-14.15,-47.62,
494,1.96,-0.88,81.27,9.88,26.76,34.88,30.83,24.81,24.44,-10.96,-45.55,-51.73,-21.77,-33.09,-50.07,7.59,-13.42,-46.06,
495,-3.02,-8.27,85.54,6.38,21.69,40.24,36.63,19.04,27.24,-2.83,-41.24,-51.45,-13.06,-30.72,-48.02,15.31,-10.74,-40.78,
496,-5.10,-13.62,79.38,6.21,19.89,44.09,39.64,15.57,26.86,2.36,-39.93,-48.46,-7.96,-30.76,-44.45,18.71,-12.63,-34.78,
497,-3.37,-10.36,86.01,7.64,20.95,38.90,34.48,18.45,26.21,-2.57,-40.60,-50.80,-12.57,-30.55,-47.72,15.74,-11.36,-40.88,
498,-3.25,-7.32,90.00,6.89,21.84,36.45,33.05,20.16,27.46,-4.62,-39.80,-53.07,-14.41,-29.21,-49.42,14.82,-10.50,-41.66,
